timestamp,position,velocity,acceleration,attitude,body_rate
1300000,1,0,0,0,0
1332000,1,0,0,0,0
1400000,1,0,0,0,0
1500000,1,0,0,0,0
1600000,1,0,0,0,0
1700000,1,0,0,0,0
1800000,1,0,0,0,0
1900000,1,0,0,0,0
2000000,1,0,0,0,0
2100000,1,0,0,0,0
2200000,1,0,0,0,0
2300000,1,0,0,0,0
2400000,1,0,0,0,0
2500000,1,0,0,0,0
2600000,1,0,0,0,0
2700000,1,0,0,0,0
2800000,1,0,0,0,0
2900000,1,0,0,0,0
3000000,1,0,0,0,0
3100000,1,0,0,0,0
3200000,1,0,0,0,0
3300000,1,0,0,0,0
3400000,1,0,0,0,0
3500000,1,0,0,0,0
3600000,1,0,0,0,0
3700000,1,0,0,0,0
3800000,1,0,0,0,0
3900000,1,0,0,0,0
4000000,1,0,0,0,0
4100000,1,0,0,0,0
4200000,1,0,0,0,0
4300000,1,0,0,0,0
4400000,1,0,0,0,0
4500000,1,0,0,0,0
4600000,1,0,0,0,0
4700000,1,0,0,0,0
4800000,1,0,0,0,0
4900000,1,0,0,0,0
5000000,1,0,0,0,0
5100000,1,0,0,0,0
5200000,1,0,0,0,0
5300000,1,0,0,0,0
5400000,1,0,0,0,0
5500000,1,0,0,0,0
5600000,1,0,0,0,0
5700000,1,0,0,0,0
5800000,1,0,0,0,0
5900000,1,0,0,0,0
6000000,1,0,0,0,0
6100000,1,0,0,0,0
6200000,1,0,0,0,0
6300000,1,0,0,0,0
6400000,1,0,0,0,0
6500000,1,0,0,0,0
6600000,1,0,0,0,0
6700000,1,0,0,0,0
6800000,1,0,0,0,0
6900000,1,0,0,0,0
7000000,1,0,0,0,0
7100000,1,0,0,0,0
7200000,1,0,0,0,0
7300000,1,0,0,0,0
7400000,1,0,0,0,0
7500000,1,0,0,0,0
7600000,1,0,0,0,0
7700000,1,0,0,0,0
7800000,1,0,0,0,0
7900000,1,0,0,0,0
8000000,1,0,0,0,0
8100000,1,0,0,0,0
8200000,1,0,0,0,0
8300000,1,0,0,0,0
8400000,1,0,0,0,0
8500000,1,0,0,0,0
8600000,1,0,0,0,0
8700000,1,0,0,0,0
8800000,1,0,0,0,0
8900000,1,0,0,0,0
9000000,1,0,0,0,0
9100000,1,0,0,0,0
9200000,1,0,0,0,0
9300000,1,0,0,0,0
9400000,1,0,0,0,0
9500000,1,0,0,0,0
9600000,1,0,0,0,0
9700000,1,0,0,0,0
9800000,1,0,0,0,0
9900000,1,0,0,0,0
10000000,1,0,0,0,0
10100000,1,0,0,0,0
10200000,1,0,0,0,0
10300000,1,0,0,0,0
10400000,1,0,0,0,0
10500000,1,0,0,0,0
10600000,1,0,0,0,0
10700000,1,0,0,0,0
10800000,1,0,0,0,0
10900000,1,0,0,0,0
11000000,1,0,0,0,0
11100000,1,0,0,0,0
11200000,1,0,0,0,0
11300000,1,0,0,0,0
11400000,1,0,0,0,0
11500000,1,0,0,0,0
11600000,1,0,0,0,0
11700000,1,0,0,0,0
11800000,1,0,0,0,0
11900000,1,0,0,0,0
12000000,1,0,0,0,0
12100000,1,0,0,0,0
12200000,1,0,0,0,0
12300000,1,0,0,0,0
12400000,1,0,0,0,0
12500000,1,0,0,0,0
12600000,1,0,0,0,0
12700000,1,0,0,0,0
12800000,1,0,0,0,0
12900000,1,0,0,0,0
13000000,1,0,0,0,0
13100000,1,0,0,0,0
13200000,1,0,0,0,0
13300000,1,0,0,0,0
13400000,1,0,0,0,0
13500000,1,0,0,0,0
13600000,1,0,0,0,0
13700000,1,0,0,0,0
13800000,1,0,0,0,0
13900000,1,0,0,0,0
14000000,1,0,0,0,0
14100000,1,0,0,0,0
14200000,1,0,0,0,0
14300000,1,0,0,0,0
14400000,1,0,0,0,0
14500000,1,0,0,0,0
14608000,1,0,0,0,0
14700000,1,0,0,0,0
14800000,1,0,0,0,0
14900000,1,0,0,0,0
15000000,1,0,0,0,0
15100000,1,0,0,0,0
15200000,1,0,0,0,0
15300000,1,0,0,0,0
15400000,1,0,0,0,0
15500000,1,0,0,0,0
15600000,1,0,0,0,0
15700000,1,0,0,0,0
15800000,1,0,0,0,0
15900000,1,0,0,0,0
16000000,1,0,0,0,0
16100000,1,0,0,0,0
16200000,1,0,0,0,0
16300000,1,0,0,0,0
16400000,1,0,0,0,0
16500000,1,0,0,0,0
16600000,1,0,0,0,0
16700000,1,0,0,0,0
16800000,1,0,0,0,0
16900000,1,0,0,0,0
17000000,1,0,0,0,0
17100000,1,0,0,0,0
17200000,1,0,0,0,0
17300000,1,0,0,0,0
17400000,1,0,0,0,0
17500000,1,0,0,0,0
17600000,1,0,0,0,0
17700000,1,0,0,0,0
17800000,1,0,0,0,0
17900000,1,0,0,0,0
17996000,1,0,0,0,0
18100000,1,0,0,0,0
18200000,1,0,0,0,0
18300000,1,0,0,0,0
18400000,1,0,0,0,0
18500000,1,0,0,0,0
18600000,1,0,0,0,0
18700000,1,0,0,0,0
18800000,1,0,0,0,0
18900000,1,0,0,0,0
19000000,1,0,0,0,0
19100000,1,0,0,0,0
19200000,1,0,0,0,0
19300000,1,0,0,0,0
19400000,1,0,0,0,0
19500000,1,0,0,0,0
19600000,1,0,0,0,0
19700000,1,0,0,0,0
19796000,1,0,0,0,0
19900000,1,0,0,0,0
20000000,1,0,0,0,0
20100000,1,0,0,0,0
20200000,1,0,0,0,0
20300000,1,0,0,0,0
20400000,1,0,0,0,0
20500000,1,0,0,0,0
20600000,1,0,0,0,0
20700000,1,0,0,0,0
20800000,1,0,0,0,0
20900000,1,0,0,0,0
21000000,1,0,0,0,0
21100000,1,0,0,0,0
21200000,1,0,0,0,0
21300000,1,0,0,0,0
21400000,1,0,0,0,0
21532000,1,0,0,0,0
21600000,1,0,0,0,0
21700000,1,0,0,0,0
21800000,1,0,0,0,0
21900000,1,0,0,0,0
22000000,1,0,0,0,0
22100000,1,0,0,0,0
22200000,1,0,0,0,0
22300000,1,0,0,0,0
22400000,1,0,0,0,0
22500000,1,0,0,0,0
22600000,1,0,0,0,0
22700000,1,0,0,0,0
22800000,1,0,0,0,0
22900000,1,0,0,0,0
23000000,1,0,0,0,0
23100000,1,0,0,0,0
23200000,1,0,0,0,0
23300000,1,0,0,0,0
23400000,1,0,0,0,0
23500000,1,0,0,0,0
23600000,1,0,0,0,0
23700000,1,0,0,0,0
23800000,1,0,0,0,0
23900000,1,0,0,0,0
24000000,1,0,0,0,0
24100000,1,0,0,0,0
24200000,1,0,0,0,0
24300000,1,0,0,0,0
24400000,1,0,0,0,0
24500000,1,0,0,0,0
24600000,1,0,0,0,0
24700000,1,0,0,0,0
24800000,1,0,0,0,0
24900000,1,0,0,0,0
25000000,1,0,0,0,0
25100000,1,0,0,0,0
25200000,1,0,0,0,0
25300000,1,0,0,0,0
25400000,1,0,0,0,0
25500000,1,0,0,0,0
25600000,1,0,0,0,0
25700000,1,0,0,0,0
25800000,1,0,0,0,0
25900000,1,0,0,0,0
26000000,1,0,0,0,0
26100000,1,0,0,0,0
26200000,1,0,0,0,0
26300000,1,0,0,0,0
26400000,1,0,0,0,0
26500000,1,0,0,0,0
26600000,1,0,0,0,0
